verb,object,count
blow,hair,271
blow,whistle,134
blow,way,80
blow,breath,64
blow,horn,52
blow,hole,52
blow,snow,51
blow,mind,50
blow,smoke,44
blow,cloud,43
blow,strand,39
blow,air,37
blow,kiss,33
blow,curtain,32
blow,door,32
blow,dust,31
blow,sand,31
blow,leaf,28
blow,window,27
blow,brain,26
blow,nose,26
blow,rain,26
blow,skirt,24
blow,head,22
blow,chill,21
blow,scent,21
blow,blast,19
blow,candle,17
blow,smell,16
blow,curl,16
blow,trumpet,16
blow,fanfare,15
blow,chunk,15
blow,gust,15
blow,word,13
blow,hinge,13
blow,stream,12
blow,tree,12
blow,hat,12
blow,bubble,11
blow,ash,11
blow,piece,11
blow,ship,11
blow,top,11
blow,phone,10
blow,note,10
blow,fire,10
blow,ocean,10
blow,mist,9
blow,call,9
blow,lock,9
blow,breeze,8
blow,veil,8
blow,steam,8
blow,tendril,8
blow,gale,8
blow,thing,8
blow,flame,8
blow,wall,8
blow,mountain,8
blow,hood,7
blow,direction,7
blow,paper,7
blow,house,7
blow,roof,7
blow,part,7
blow,scrap,7
blow,water,7
blow,arm,6
blow,sheet,6
blow,sound,6
blow,fuse,6
blow,cover,6
blow,warning,6
blow,snowflake,5
blow,branch,5
blow,tail,5
blow,slope,5
blow,wind,5
blow,leg,5
blow,tire,5
blow,stench,5
blow,signal,5
blow,petal,5
blow,street,5
blow,lake,5
blow,dirt,5
blow,side,5
blow,back,5
blow,ripple,4
blow,shut,4
blow,bugle,4
blow,grass,4
blow,section,4
blow,life,4
blow,spray,4
blow,planet,4
blow,foot,4
blow,plume,4
blow,eardrum,4
blow,footprint,4
blow,car,4
blow,body,4
blow,dress,4
blow,swirl,4
blow,boat,4
blow,wave,3
blow,cobwebs,3
blow,course,3
blow,flag,3
blow,clothe,3
blow,mile,3
blow,east,3
blow,knot,3
blow,lamp,3
blow,light,3
blow,thought,3
blow,skull,3
blow,debris,3
blow,table,3
blow,match,3
blow,truck,3
blow,odor,3
blow,river,3
blow,heat,3
blow,bit,3
blow,fur,3
blow,drift,3
blow,puff,3
bluff,way,4
blunder,way,3
blunt,edge,5
blur,vision,357
blur,eye,95
blur,sight,13
blur,image,7
blur,face,6
blur,word,4
blurt,truth,3
blurt,thing,3
blush,red,20
blush,crimson,7
blush,shade,6
blush,pink,3
board,ship,42
board,train,39
board,plane,18
board,bus,12
board,vessel,9
board,car,6
board,boat,5
board,aircraft,4
board,helicopter,4
board,cab,4
board,shuttle,4
board,flight,3
boast,view,9
boast,fireplace,5
boast,floor,4
boast,table,4
boast,window,4
boast,bedroom,4
boast,wall,3
boast,ceiling,3
boast,appliance,3
bob,head,108
bob,curtsy,19
bob,curtsey,8
bob,bow,6
bob,side,3
bobbed,head,8
bode,good,3
boggle,mind,42
boil,blood,16
boil,water,11
boil,brain,6
boil,bay,3
boil,cloud,3
bolster,confidence,9
bolt,door,7
bomb,place,3
bombard,mind,8
bombard,asteroid,3
book,passage,6
book,flight,6
book,room,6
boom,hallway,5
boom,shut,4
boom,voice,3
boom,name,3
boom,word,3
boom,table,3
boost,confidence,6
boot,chair,3
border,side,6
border,window,3
bore,hole,79
borrow,money,11
borrow,cup,4
bother,people,9
bother,eye,5
bother,row,4
bother,hell,3
bounce,mile,4
bounce,boy,3
bound,step,13
bound,stair,7
bow,head,415
bow,stiffly,5
bow,leg,4
bow,shoulder,4
bow,inch,3
bow,salutation,3
box,ear,5
box,match,4
brace,shoulder,7
brace,hand,6
brace,shield,3
brace,hip,3
bracket,mouth,57
bracket,her,8
bracket,hip,7
bracket,corner,4
bracket,eye,3
bracket,lip,3
braid,hair,15
braid,back,3
brand,skin,8
brandish,sword,14
brandish,weapon,6
brandish,gun,5
brandish,cudgel,3
brandish,knife,3
brave,weather,3
breach,wall,29
breach,surface,17
breach,lip,10
breach,horizon,9
breach,opening,9
breach,entrance,8
breach,hole,7
breach,nose,4
breach,boundary,3
breach,wave,3
break,silence,716
break,heart,610
break,surface,362
break,spell,191
break,skin,111
break,leg,105
break,stillness,88
break,bone,74
break,contact,69
break,law,63
break,concentration,60
break,rule,57
break,neck,54
break,horizon,54
break,fall,53
break,tension,53
break,rank,53
break,door,49
break,water,41
break,arm,39
break,formation,38
break,reverie,36
break,window,29
break,news,28
break,line,25
break,camp,25
break,cover,24
break,trance,23
break,nose,23
break,bond,23
break,moment,23
break,way,23
break,word,22
break,rib,22
break,ground,19
break,engagement,19
break,time,18
break,code,18
break,promise,18
break,back,18
break,kiss,18
break,story,17
break,barrier,17
break,train,16
break,stride,16
break,darkness,15
break,thought,15
break,attack,15
break,ice,14
break,connection,14
break,paralysis,13
break,mood,11
break,seal,11
break,face,11
break,orbit,10
break,wall,10
break,sweat,9
break,jaw,9
break,monotony,9
break,oath,9
break,air,9
break,conversation,9
break,pace,9
break,bank,9
break,rock,9
break,hold,8
break,spine,8
break,lip,8
break,spirit,8
break,bit,7
break,pursuit,7
break,wheel,7
break,sentence,7
break,wind,7
break,dam,7
break,work,6
break,piece,6
break,gaze,6
break,bottle,6
break,rhythm,6
break,lock,6
break,hip,6
break,vow,6
break,head,6
break,company,6
break,stare,6
break,axle,6
break,atmosphere,6
break,ankle,6
break,camel,6
break,calm,6
break,curse,5
break,distance,5
break,control,5
break,contract,5
break,mid,5
break,sound,5
break,gate,5
break,resistance,5
break,resolve,4
break,wrist,4
break,man,4
break,fight,4
break,mold,4
break,embrace,4
break,stem,4
break,attention,4
break,discussion,4
break,crust,4
break,glass,4
break,defense,4
break,thing,4
break,day,4
break,force,4
break,thinking,3
break,serenity,3
break,boulder,3
break,hair,3
break,burst,3
break,link,3
break,symphony,3
break,wave,3
break,shoulder,3
break,expression,3
break,smile,3
break,morale,3
break,reflection,3
break,snow,3
break,fast,3
break,tooth,3
break,edge,3
break,hinge,3
breast,horizon,3
breathe,sigh,91
breathe,neck,41
breathe,air,36
breathe,fire,36
breathe,life,33
breathe,word,19
breathe,breath,10
breathe,flame,3
breathe,name,3
breed,contempt,26
breed,success,12
breed,man,6
breed,horse,5
breed,fear,4
breed,violence,4
breed,money,4
breed,trouble,3
breed,anger,3
breed,comfort,3
breed,people,3
breed,cruelty,3
breed,monster,3
breeze,sea,3
brew,tea,4
brew,rebellion,3
brew,ale,3
bricke,paint,4
bridesmaid,dress,3
bridge,gap,13
bridge,moat,3
brief,audience,4
brighten,face,81
brighten,eye,60
brighten,sky,27
brighten,room,26
brighten,feature,11
brighten,window,10
brighten,day,10
brighten,mood,9
brighten,cheek,8
brighten,horizon,8
brighten,expression,6
brighten,night,6
brighten,space,4
brighten,fraction,3
brighten,moment,3
brighten,darkness,3
brim,eye,18
bring,smile,485
bring,tear,424
bring,memory,389
bring,food,280
bring,drink,197
bring,attention,190
bring,news,184
bring,head,164
bring,coffee,155
bring,comfort,128
bring,man,121
bring,tray,117
bring,relief,104
bring,rear,103
bring,scent,99
bring,pain,98
bring,glass,88
bring,hand,87
bring,home,82
bring,child,78
bring,water,77
bring,pleasure,76
bring,word,76
bring,joy,73
bring,wine,72
bring,plate,71
bring,peace,71
bring,change,71
bring,tea,68
bring,horse,67
bring,cup,64
bring,beer,63
bring,eye,61
bring,meal,59
bring,bottle,58
bring,sense,58
bring,wave,58
bring,thing,57
bring,image,57
bring,death,57
bring,smell,53
bring,car,53
bring,people,52
bring,bowl,49
bring,letter,48
bring,luck,48
bring,flower,46
bring,feeling,46
bring,face,46
bring,rush,44
bring,order,43
bring,gun,43
bring,lump,42
bring,gaze,39
bring,response,38
bring,end,37
bring,chair,37
bring,weapon,37
bring,check,36
bring,rain,35
bring,friend,34
bring,chill,34
bring,life,33
bring,body,32
bring,thought,32
bring,sound,32
bring,color,32
bring,basket,31
bring,woman,30
bring,menu,30
bring,happiness,29
bring,breakfast,29
bring,dinner,28
bring,sword,28
bring,answer,28
bring,round,27
bring,light,27
bring,platter,27
bring,flush,27
bring,gift,27
bring,bag,26
bring,result,26
bring,girl,26
bring,warmth,26
bring,dish,25
bring,pot,24
bring,course,24
bring,box,24
bring,salad,24
bring,lot,24
bring,son,23
bring,baby,22
bring,message,22
bring,book,22
bring,money,22
bring,wife,21
bring,grin,21
bring,lunch,21
bring,shiver,20
bring,ache,20
bring,rifle,20
bring,note,19
bring,other,19
bring,bill,19
bring,pang,19
bring,dog,19
bring,bread,18
bring,verdict,18
bring,question,18
bring,dream,18
bring,kid,17
bring,surge,17
bring,reaction,17
bring,blade,17
bring,clothe,17
bring,mind,17
bring,satisfaction,16
bring,wind,16
bring,heat,16
bring,reward,16
bring,fish,15
bring,guard,15
bring,problem,15
bring,fear,15
bring,laugh,15
bring,daughter,15
bring,bump,15
bring,knife,15
bring,trouble,15
bring,shame,14
bring,subject,14
bring,supply,14
bring,laughter,14
bring,kind,14
bring,blood,14
bring,torch,14
bring,price,14
bring,report,14
bring,charge,13
bring,snow,13
bring,boy,13
bring,day,13
bring,measure,13
bring,good,13
bring,sadness,13
bring,information,13
bring,family,13
bring,soup,13
bring,wisdom,13
bring,piece,13
bring,instinct,12
bring,mother,12
bring,disaster,12
bring,conversation,12
bring,silence,12
bring,sandwich,12
bring,look,12
bring,gasp,12
bring,story,12
bring,side,12
bring,prisoner,12
bring,supper,12
bring,nation,11
bring,ship,11
bring,animal,11
bring,cloud,11
bring,picture,11
bring,blush,11
bring,clarity,11
bring,flood,10
bring,suit,10
bring,fire,10
bring,whiff,10
bring,chuckle,10
bring,paper,10
bring,arm,10
bring,phone,10
bring,vehicle,10
bring,house,10
bring,telegram,10
bring,present,10
bring,sweat,10
bring,danger,10
bring,case,10
bring,luggage,10
bring,pitcher,9
bring,sort,9
bring,unit,9
bring,bile,9
bring,foot,9
bring,taste,9
bring,dessert,9
bring,number,9
bring,stuff,9
bring,pressure,9
bring,berry,9
bring,wing,9
bring,meat,9
bring,bone,9
bring,tale,9
bring,martini,9
bring,fact,9
bring,reality,8
bring,solace,8
bring,night,8
bring,franc,8
bring,blanket,8
bring,way,8
bring,dimple,8
bring,power,8
bring,level,8
bring,emotion,8
bring,stool,8
bring,income,8
bring,wrath,8
bring,anger,8
bring,pair,8
bring,panic,8
bring,flavor,8
bring,speed,8
bring,love,8
bring,odor,8
bring,hope,8
bring,army,8
bring,glint,8
bring,destruction,8
bring,brandy,8
bring,moment,8
bring,frown,7
bring,rest,7
bring,engine,7
bring,cooky,7
bring,manner,7
bring,victory,7
bring,weather,7
bring,idea,7
bring,table,7
bring,opportunity,7
bring,treasure,7
bring,grief,7
bring,envelope,7
bring,responsibility,7
bring,egg,7
bring,eyebrow,7
bring,delight,7
bring,sensation,7
bring,refreshment,7
bring,noise,7
bring,carafe,7
bring,voice,7
bring,shudder,7
bring,excitement,7
bring,horror,7
bring,possibility,7
bring,vision,7
bring,highlight,7
bring,need,6
bring,corpse,6
bring,colour,6
bring,consequence,6
bring,cabbage,6
bring,lamp,6
bring,flashlight,6
bring,respite,6
bring,force,6
bring,punishment,6
bring,honor,6
bring,surprise,6
bring,aircraft,6
bring,ale,6
bring,stab,6
bring,sorrow,6
bring,sample,6
bring,sleep,6
bring,wolf,6
bring,improvement,6
bring,spark,6
bring,agony,6
bring,equipment,6
bring,event,6
bring,fever,6
bring,shot,6
bring,fog,6
bring,gleam,6
bring,soldier,6
bring,bucket,6
bring,set,6
bring,anxiety,6
bring,couple,6
bring,advantage,6
bring,heart,6
bring,fame,6
bring,consolation,6
bring,police,6
bring,storm,6
bring,gavel,6
bring,one,6
bring,mug,6
bring,cake,6
bring,twinge,6
bring,cheer,6
bring,laptop,5
bring,line,5
bring,running,5
bring,green,5
bring,duty,5
bring,rose,5
bring,edition,5
bring,air,5
bring,roll,5
bring,goblet,5
bring,pie,5
bring,offering,5
bring,finger,5
bring,nightmare,5
bring,hint,5
bring,reek,5
bring,breeze,5
bring,squadron,5
bring,naught,5
bring,horn,5
bring,giggle,5
bring,fruit,5
bring,flash,5
bring,cry,5
bring,burger,5
bring,sheep,5
bring,cloak,5
bring,guitar,5
bring,guy,5
bring,father,5
bring,soda,5
bring,scene,5
bring,dishonor,4
bring,slave,4
bring,refill,4
bring,glow,4
bring,benefit,4
bring,prestige,4
bring,treat,4
bring,axe,4
bring,pistol,4
bring,request,4
bring,juice,4
bring,world,4
bring,file,4
bring,visitor,4
bring,birth,4
bring,time,4
bring,spirit,4
bring,phagor,4
bring,situation,4
bring,knowledge,4
bring,enemy,4
bring,chorus,4
bring,sigh,4
bring,matter,4
bring,lady,4
bring,help,4
bring,leg,4
bring,cocktail,4
bring,crop,4
bring,violence,4
bring,tragedy,4
bring,stack,4
bring,name,4
bring,lip,4
bring,grunt,4
bring,chunk,4
bring,cigarette,4
bring,scream,4
bring,boat,4
bring,promise,4
bring,latte,4
bring,groan,4
bring,halt,4
bring,loaf,4
bring,slice,4
bring,whiskey,4
bring,surfer,4
bring,business,4
bring,mom,4
bring,hour,4
bring,cough,4
bring,castle,4
bring,victim,4
bring,novel,4
bring,rage,4
bring,grain,4
bring,cargo,4
bring,catch,4
bring,sister,4
bring,card,4
bring,shield,4
bring,bitterness,4
bring,retribution,4
bring,harm,4
bring,auction,4
bring,misery,4
bring,amount,4
bring,ecstasy,4
bring,detail,4
bring,pizza,4
bring,fortune,4
bring,notch,4
bring,development,4
bring,carriage,4
bring,prosperity,4
bring,clansman,4
bring,tub,4
bring,package,4
bring,profit,4
bring,triumph,4
bring,redness,4
bring,dust,4
bring,right,4
bring,casserole,4
bring,start,4
bring,camera,4
bring,handful,4
bring,cost,4
bring,cuff,4
bring,mount,4
bring,challenge,4
bring,glory,4
bring,champagne,4
bring,pet,4
bring,chest,4
bring,husband,4
bring,twist,4
bring,tinge,4
bring,war,4
bring,edge,4
bring,torrent,4
bring,action,4
bring,strength,4
bring,fulfillment,4
bring,tankard,4
bring,flask,4
bring,mirror,4
bring,candle,4
bring,recognition,4
bring,reminder,4
bring,figure,4
bring,stone,4
bring,dialog,4
bring,tiding,4
bring,wheelchair,4
bring,crew,4
bring,ease,4
bring,uncle,3
bring,hat,3
bring,blue,3
bring,truck,3
bring,pause,3
bring,woe,3
bring,king,3
bring,aroma,3
bring,bask,3
bring,alight,3
bring,luxury,3
bring,jug,3
bring,release,3
bring,character,3
bring,ram,3
bring,rumour,3
bring,effect,3
bring,realization,3
bring,pillow,3
bring,freckle,3
bring,sob,3
bring,craft,3
bring,computer,3
bring,tightness,3
bring,bead,3
bring,clit,3
bring,jungle,3
bring,upright,3
bring,justice,3
bring,infant,3
bring,despair,3
bring,terror,3
bring,appetizer,3
bring,shine,3
bring,glimmer,3
bring,fleck,3
bring,indictment,3
bring,evidence,3
bring,plenty,3
bring,mound,3
bring,building,3
bring,village,3
bring,prescription,3
bring,neighbor,3
bring,helicopter,3
bring,guffaw,3
bring,picnic,3
bring,litter,3
bring,chopper,3
bring,butt,3
bring,machine,3
bring,dress,3
bring,incense,3
bring,length,3
bring,produce,3
bring,sky,3
bring,temperature,3
bring,sign,3
bring,sin,3
broach,subject,3
broach,cask,3
broach,surface,3
broadcast,signal,13
broadcast,news,7
broadcast,message,5
broadcast,image,4
broadcast,report,4
broadcast,call,4
broadcast,lot,3
broadcast,strain,3
broadcast,show,3
broaden,mind,8
broaden,face,4
broaden,fraction,3
broker,argument,6
broker,deal,4
broker,marriage,3
bronze,skin,6
brook,argument,123
brook,refusal,6
brook,disagreement,5
brook,opposition,5
brown,face,4
brown,paper,3
browse,page,3
bruise,skin,8
bruise,flesh,4
bruise,her,4
bruise,shoulder,3
brush,cheek,526
brush,her,352
brush,hair,279
brush,skin,257
brush,ear,212
brush,shoulder,192
brush,face,190
brush,mine,176
brush,arm,168
brush,lip,109
brush,neck,109
brush,back,103
brush,chest,94
brush,forehead,87
brush,thigh,77
brush,top,70
brush,side,69
brush,nipple,69
brush,hand,48
brush,ceiling,47
brush,temple,47
brush,floor,45
brush,breast,44
brush,wall,43
brush,tear,39
brush,edge,30
brush,leg,28
brush,clit,28
brush,curve,27
brush,jaw,27
brush,hip,24
brush,tip,24
brush,underside,23
brush,ground,22
brush,chin,22
brush,strand,22
brush,earlobe,21
brush,throat,20
brush,palm,20
brush,head,20
brush,collar,20
brush,finger,19
brush,spot,19
brush,sleeve,18
brush,inside,18
brush,nape,18
brush,knee,18
brush,corner,16
brush,tooth,16
brush,flesh,15
brush,bottom,15
brush,elbow,14
brush,body,14
brush,curl,14
brush,stomach,14
brush,mouth,13
brush,handle,13
brush,knuckle,13
brush,roof,12
brush,scar,12
brush,surface,12
brush,brow,11
brush,hilt,11
brush,mind,11
brush,lock,10
brush,metal,10
brush,cock,10
brush,pocket,10
brush,fur,10
brush,belly,9
brush,fabric,9
brush,shell,9
brush,coin,8
brush,erection,8
brush,beam,8
brush,ankle,8
brush,shirt,8
brush,front,7
brush,door,7
brush,swell,7
brush,light,7
brush,waist,7
brush,collarbone,7
brush,wrist,7
brush,spine,6
brush,jawline,6
brush,base,6
brush,wood,6
brush,skirt,6
brush,circle,6
brush,fingertip,6
brush,softness,6
brush,pouch,6
brush,small,6
brush,sex,6
brush,trigger,5
brush,line,5
brush,lobe,5
brush,ass,5
brush,glass,5
brush,paper,5
brush,grass,4
brush,pillow,4
brush,petal,4
brush,knob,4
brush,horse,4
brush,hollow,4
