subject,verb,object,count
clock,tick,second,32
clock,tick,minute,25
clock,strike,quarter,23
clock,show,time,17
clock,show,minute,14
clock,tell,time,11
clock,chime,midnight,10
cloth,cover,table,16
clothe,make,man,35
clothe,catch,fire,27
clothe,hit,floor,14
clothe,litter,floor,12
clothe,make,difference,10
cloud,cover,sky,52
cloud,cover,sun,51
cloud,cover,moon,49
cloud,have,lining,44
cloud,fill,sky,41
cloud,obscure,sun,31
cloud,obscure,moon,31
cloud,block,sun,29
cloud,cast,shadow,25
cloud,fill,air,23
cloud,cross,face,22
cloud,hide,moon,22
cloud,threaten,rain,18
cloud,darken,sky,17
cloud,hide,sun,16
cloud,dot,sky,15
cloud,blanket,sky,15
cloud,blot,sun,14
cloud,take,shape,12
cloud,give,way,12
cloud,obscure,view,12
cloud,obscure,sky,11
cloud,block,moon,10
cloud,cross,sun,10
club,have,rule,12
co,vás,rozčilovat,17
coach,blow,whistle,11
coach,shake,head,11
coachman,open,door,20
cock,fill,mouth,22
cock,hit,back,19
cock,fill,pussy,16
cock,give,twitch,15
cock,hit,spot,15
cock,take,notice,13
cock,have,idea,10
cock,stretch,pussy,10
coin,change,hand,10
cold,find,way,10
collision,take,place,12
colonel,shake,head,28
color,leave,face,53
color,stain,cheek,34
color,flood,cheek,31
color,flood,face,21
color,leave,cheek,21
color,match,eye,20
color,flush,cheek,12
color,suffuse,face,12
color,catch,eye,11
colour,flood,cheek,13
colour,leave,face,12
column,support,ceiling,18
column,support,roof,11
column,make,way,10
commander,shake,head,44
commander,give,order,22
commander,bark,order,11
commander,order,man,11
comme,suce,inférieure,28
comment,make,sense,21
comment,have,effect,17
comment,bring,smile,14
commotion,draw,attention,47
commotion,catch,attention,32
communication,take,place,24
companion,shake,head,22
companion,follow,suit,12
companion,make,way,11
company,have,office,18
company,have,problem,16
company,make,money,15
company,take,care,14
company,have,record,13
company,have,policy,12
company,make,profit,12
company,have,contract,11
company,lose,money,10
company,have,idea,10
composition,provide,calorie,36
comprend,buddie,provision,28
computer,make,sound,10
concept,make,sense,21
concept,have,meaning,13
conception,take,place,10
concern,fill,eye,35
concern,lace,voice,11
concern,cloud,eye,11
concern,cross,face,11
concern,give,way,10
concern,fill,voice,10
concert,take,place,11
condition,take,turn,14
condition,have,effect,10
conference,take,place,42
conflict,take,place,14
confrontation,take,place,29
confusion,give,way,27
confusion,cloud,eye,17
confusion,cross,face,17
confusion,fill,eye,16
confusion,fill,face,14
confusion,cloud,mind,13
confusion,furrow,brow,11
confusion,cloud,face,10
constable,shake,head,14
constable,open,door,12
contact,send,shiver,16
contact,take,place,13
contact,send,jolt,13
contest,take,place,17
contract,give,right,10
control,give,way,13
conversation,take,place,292
conversation,take,turn,121
conversation,make,sense,18
conversation,take,tone,10
conversation,last,minute,10
convoy,make,way,11
cook,prepare,meal,20
cop,shake,head,44
cop,ask,question,44
cop,find,body,21
cop,give,look,19
cop,take,step,17
cop,open,door,17
cop,have,idea,17
cop,take,care,15
cop,take,statement,15
cop,exchange,glance,14
cop,pull,gun,12
cop,carry,gun,12
cop,have,time,11
cop,have,gun,11
cop,take,time,10
cop,have,lot,10
cop,make,mistake,10
cop,take,look,10
coronation,take,place,23
coroner,release,body,19
coroner,rule,death,14
corporation,seek,profit,10
cough,rack,body,16
council,make,decision,15
counter,run,length,12
country,have,law,11
country,have,problem,11
country,owe,debt,10
coup,take,place,12
couple,hold,hand,43
couple,have,child,41
couple,make,way,33
couple,make,difference,23
couple,exchange,glance,17
couple,have,sex,17
couple,catch,eye,16
couple,give,look,15
couple,make,love,14
couple,stroll,hand,12
couple,take,place,12
couple,have,time,11
couple,exchange,look,11
couple,enter,room,11
couple,take,care,11
couple,exchange,vow,10
couple,adopt,child,10
couple,have,son,10
court,have,jurisdiction,11
court,give,custody,10
court,have,power,10
cousin,shake,head,11
cow,give,milk,26
crack,split,air,34
crack,fill,air,25
crack,give,way,14
crack,rent,air,10
crack,fill,room,10
crack,break,silence,10
crap,hit,fan,14
creativity,encourage,voice,99
creature,take,step,28
creature,make,sound,26
creature,have,eye,23
creature,tilt,head,22
creature,open,mouth,20
creature,turn,head,19
creature,throw,head,19
creature,make,noise,17
creature,shake,head,16
creature,have,body,15
creature,raise,arm,15
creature,have,power,14
creature,make,way,14
creature,have,chance,14
creature,find,way,13
creature,take,flight,13
creature,have,face,12
creature,raise,head,12
creature,open,eye,11
creature,cock,head,10
creature,lower,head,10
creature,have,sense,10
creature,have,way,10
creature,have,time,10
cremation,take,place,14
crew,have,time,25
crew,abandon,ship,21
crew,take,care,16
crew,have,chance,13
crew,have,idea,11
crew,have,order,10
crew,exchange,glance,10
crew,leave,ship,10
cricket,sing,hudbu,17
crime,take,place,92
criminal,make,mistake,10
crow,take,flight,11
crowd,roar,approval,80
crowd,make,way,36
crowd,hold,breath,35
crowd,chant,name,16
crowd,make,noise,16
crowd,give,cheer,15
crowd,pay,attention,13
crowd,give,gasp,12
crowd,fill,street,12
crowd,line,street,11
crowd,let,cheer,11
crowd,give,ovation,11
crowd,have,time,10
crowd,give,way,10
cruiser,open,fire,12
cry,escape,lip,93
cry,fill,air,62
cry,fill,room,45
cry,reach,ear,33
cry,escape,throat,31
cry,pierce,air,22
cry,draw,attention,21
cry,rent,air,20
cry,fill,ear,19
cry,split,air,18
cry,leave,lip,16
cry,break,silence,14
cry,grow,fainter,12
cry,pierce,silence,10
cry,catch,attention,10
cup,provide,calorie,73
cup,chop,cilantro,33
cup,grate,cheese,26
cup,slice,onion,16
cup,salt,butter,14
cup,grate,coconut,14
cup,unbleache,flour,13
cup,dice,onion,12
cup,dry,bean,12
cup,grate,cup,12
cup,slice,almond,10
cup,sliver,almond,10
cup,chop,parsley,10
curiosity,kill,cat,59
curiosity,overcome,fear,18
curiosity,take,hold,12
curiosity,give,way,11
curiosity,overcome,caution,10
curl,frame,face,35
curry,leave,salt,12
curse,take,hold,27
curse,escape,lip,10
curtain,cover,window,61
curtain,frame,window,19
curtain,block,light,10
curtain,block,view,10
customer,enter,shop,15
dad,shake,head,60
dad,clear,throat,29
dad,get,job,26
dad,take,care,25
dad,open,door,24
dad,have,affair,23
dad,give,look,23
dad,put,hand,23
dad,have,problem,22
dad,have,attack,20
dad,tell,story,18
dad,hold,hand,17
dad,lose,job,16
dad,have,time,16
dad,have,idea,16
dad,have,lot,15
dad,leave,mom,14
dad,give,smile,12
dad,have,way,12
dad,have,job,12
dad,shake,hand,12
dad,put,arm,12
dad,love,mom,11
dad,give,money,10
dad,pay,attention,10
daddy,take,care,27
dagger,pierce,heart,22
dal,split,gram,10
dam,give,way,15
dan,une,heure,32
dan,les,mur,29
dan,une,ainsi,28
dan,les,allée,28
dan,les,annonce,28
dan,les,petite,28
dance,take,place,11
darkness,give,way,42
darkness,fill,room,15
darkness,hide,face,14
darkness,take,hold,13
darkness,fill,eye,10
daughter,marry,man,34
daughter,give,birth,24
daughter,shake,head,20
daughter,have,baby,18
daughter,have,time,14
daughter,have,chance,13
daughter,have,child,13
daughter,take,care,12
daughter,leave,room,12
daughter,marry,son,12
daughter,need,help,12
daughter,spend,time,12
daughter,have,problem,11
daughter,have,hair,11
daughter,pay,price,10
daughter,have,sense,10
dawn,lighten,sky,10
day,make,difference,93
day,take,toll,69
day,give,way,35
day,take,turn,25
day,give,time,22
day,change,life,12
day,near,end,12
day,have,effect,11
day,make,sense,10
day,have,hour,10
deal,take,place,19
deal,make,sense,12
death,take,place,52
death,have,effect,39
death,serve,purpose,34
death,have,meaning,30
death,leave,hole,26
death,make,sense,24
death,take,toll,21
death,make,difference,20
death,have,way,18
death,solve,problem,18
death,put,end,17
death,mean,death,15
death,have,impact,14
death,have,power,12
death,hold,fear,12
death,change,thing,11
death,mark,end,10
debate,take,place,18
decision,make,sense,22
decision,have,effect,19
decision,have,consequence,17
decision,cost,life,15
decision,have,impact,10
decision,change,life,10
defendant,have,right,14
delay,give,time,31
delay,give,chance,18
demon,take,control,16
demon,shake,head,16
demon,have,power,14
demon,have,time,12
demon,take,form,10
demonstration,take,place,19
departure,take,place,10
deputy,shake,head,15
deputy,open,door,13
desert,give,way,11
design,cover,art,12
desire,take,hold,12
desk,face,door,13
despair,give,way,14
desperation,give,strength,10
detail,slip,mind,12
detective,shake,head,65
detective,ask,question,24
detective,exchange,glance,17
detective,enter,room,14
detective,open,door,14
detective,put,hand,12
development,take,place,32
devil,take,hindmost,30
diamond,catch,light,24
diane,shake,head,45
difference,make,difference,10
dinner,take,place,15
dinosaur,roam,earth,13
direction,make,sense,11
director,shake,head,19
disaster,take,place,21
disclaimer,violate,law,42
discovery,take,place,10
discussion,take,place,78
disease,take,hold,18
disease,run,course,12
display,justify,display,330
display,justify,align,165
display,leave,color,66
display,justify,indent,55
display,leave,right,14
display,show,number,13
distance,make,difference,12
doctor,shake,head,320
doctor,leave,room,61
doctor,take,look,54
doctor,take,care,46
doctor,put,hand,45
doctor,enter,room,44
doctor,clear,throat,43
doctor,give,look,42
doctor,open,door,35
doctor,hold,hand,35
doctor,ask,question,33
doctor,run,test,29
doctor,have,idea,26
doctor,give,smile,25
doctor,raise,eyebrow,22
doctor,shake,hand,22
doctor,give,sedative,21
doctor,make,mistake,20
doctor,have,time,20
doctor,give,month,20
doctor,close,door,20
doctor,give,news,19
doctor,take,breath,19
doctor,give,pill,18
doctor,give,injection,17
doctor,have,look,17
doctor,take,step,17
doctor,give,bill,16
doctor,open,mouth,16
doctor,nod,head,15
doctor,exchange,look,15
doctor,take,hand,15
doctor,give,shot,15
doctor,prescribe,medication,15
doctor,give,medicine,15
doctor,give,hope,14
doctor,make,decision,14
doctor,give,permission,14
doctor,tell,thing,14
doctor,have,sense,13
doctor,make,call,13
doctor,say,thing,13
doctor,write,prescription,13
doctor,lift,hand,12
doctor,save,life,12
doctor,put,arm,11
doctor,make,patient,11
doctor,roll,eye,11
doctor,hold,hope,11
doctor,finish,sentence,11
doctor,shrug,shoulder,11
doctor,place,hand,11
doctor,make,note,10
doctor,prescribe,drug,10
doctor,give,order,10
doctor,purse,lip,10
doctor,tell,parent,10
doctor,prescribe,pill,10
doctor,wave,hand,10
doctor,see,patient,10
dog,wag,tail,99
dog,raise,head,57
dog,lift,head,49
dog,lick,face,39
dog,cock,head,31
dog,learn,trick,27
dog,lick,hand,25
dog,have,day,24
dog,give,bark,22
dog,make,sound,21
dog,have,name,18
dog,catch,scent,18
dog,have,sense,17
dog,prick,ear,16
dog,pick,scent,16
dog,make,noise,15
dog,shake,head,15
dog,have,soul,15
dog,turn,head,14
dog,have,flea,14
dog,thump,tail,14
dog,bar,tooth,13
dog,give,look,12
dog,tilt,head,12
dog,lift,leg,12
dog,open,eye,11
dog,save,life,11
dog,smell,fear,11
dog,close,eye,10
dog,sniff,air,10
dog,rest,head,10
dog,lose,scent,10
dog,eat,homework,10
dog,let,growl,10
dolů,tvrdě,hluboké,17
dolů,tvrdě,sebe,17
door,click,shut,379
door,open,crack,315
door,open,inch,150
door,have,lock,148
door,give,way,125
door,slide,shut,44
door,bang,shut,40
door,swing,inward,39
door,have,window,38
door,clang,shut,37
door,make,sound,35
door,slam,shut,33
door,have,handle,33
door,open,inward,29
door,have,sign,28
door,line,side,24
door,open,fraction,22
door,make,noise,22
door,swing,shut,21
door,thud,shut,21
door,fly,hinge,21
door,give,access,20
door,open,way,19
door,have,bolt,18
door,hit,wall,18
door,catch,eye,17
door,open,hall,16
door,swish,shut,14
door,have,peephole,14
door,open,time,14
door,blow,hinge,13
door,give,creak,13
door,open,couple,13
door,hang,hinge,13
door,block,view,13
door,slap,shut,12
door,clunk,shut,12
door,have,latch,12
door,open,door,12
door,open,foot,12
door,show,sign,12
door,open,outward,11
door,open,man,11
door,slide,open,11
door,open,light,11
door,leave,ajar,10
door,have,hole,10
door,ease,shut,10
door,creak,shut,10
doorbell,ring,time,11
doorman,open,door,42
doorman,hold,door,15
doubt,fill,mind,10
doute,donc,drogue,28
dragon,open,mouth,31
dragon,breathe,fire,23
dragon,spread,wing,22
dragon,shake,head,21
dragon,raise,head,21
dragon,lower,head,20
dragon,turn,head,17
dragon,have,head,16
dragon,lift,head,14
dragon,close,eye,11
dragon,flap,wing,11
dragon,rear,head,11
dragon,throw,head,10
dragon,swing,head,10
drake,shake,head,31
drake,open,door,11
drape,cover,window,15
dread,fill,stomach,13
dream,make,sense,21
dream,take,place,13
dream,have,meaning,13
dress,hug,curve,43
dress,have,sleeve,21
dress,have,neckline,18
dress,hug,body,14
dress,ride,thigh,12
dress,catch,eye,12
dress,hit,floor,10
dress,hug,figure,10
dress,match,eye,10
dress,have,skirt,10
drink,have,effect,13
drive,take,minute,149
drive,take,hour,91
drive,give,time,24
drive,take,time,10
driver,open,door,251
driver,shake,head,71
driver,close,door,57
driver,lose,control,46
driver,start,engine,45
driver,roll,window,44
driver,honk,horn,39
driver,hit,brake,34
driver,gun,engine,28
driver,hold,door,27
driver,shut,door,25
driver,crack,whip,25
driver,sound,horn,24
driver,cut,engine,24
driver,give,look,24
driver,make,turn,24
driver,pay,attention,18
driver,stop,car,17
driver,take,turn,17
driver,lower,window,16
driver,flick,rein,16
driver,put,car,16
driver,whip,horse,15
driver,turn,head,15
driver,stick,head,15
driver,pull,car,14
driver,tip,hat,14
driver,take,look,14
driver,keep,eye,14
driver,rev,engine,14
driver,beep,horn,13
driver,know,way,13
driver,have,trouble,13
driver,raise,hand,13
driver,apply,brake,13
driver,kill,engine,13
driver,clear,throat,13
driver,lean,window,12
driver,have,chance,12
driver,blast,horn,12
driver,open,trunk,11
driver,have,time,11
driver,take,bag,11
driver,turn,car,10
driver,turn,engine,10
driver,urge,horse,10
driver,give,smile,10
driver,make,way,10
driver,shrug,shoulder,10
driver,put,hand,10
drop,hit,face,17
drop,pass,lip,13
drop,hit,tongue,12
drop,roll,cheek,12
drop,hit,cheek,11
drug,take,effect,82
drug,have,effect,50
drug,take,hold,35
drug,hit,system,13
drug,leave,system,12
drug,work,way,11
duel,take,place,24
duke,shake,head,10
dust,fill,air,61
dust,tickle,nose,13
duty,take,precedence,11
dwarf,shake,head,21
déshabillage,ses,tension,28
důvodech,den,něj,17
ear,pick,sound,84
ear,catch,sound,65
ear,play,trick,22
ear,detect,sound,16
ear,turn,red,15
ear,hear,sound,14
ear,pick,voice,12
ear,register,sound,10
ear,hear,word,10
earth,give,way,27
edge,enter,voice,11
effect,take,hold,21
effect,take,toll,12
effort,have,effect,26
effort,bear,fruit,24
effort,make,difference,19
effort,take,toll,18
effort,take,place,10
ego,take,hit,15
election,take,place,22
elevator,reach,floor,57
elevator,reach,lobby,13
elevator,announce,arrival,12
elevator,begin,descent,12
elevator,begin,ascent,10
elevator,take,time,10
emotion,cross,face,43
emotion,cloud,judgment,36
emotion,clog,throat,22
emotion,run,gamut,19
emotion,take,control,16
emotion,take,hold,12
emotion,rule,action,11
emotion,have,effect,10
emotion,give,way,10
encounter,take,place,55
end,justify,mean,264
end,mean,end,13
enemy,make,move,19
enemy,open,fire,16
enemy,have,time,15
enemy,have,weapon,13
enemy,take,advantage,12
enemy,have,advantage,12
enemy,have,chance,12
enemy,have,idea,11
enemy,make,effort,10
enemy,find,way,10
energy,leave,body,13
energy,fill,room,11
engagement,take,place,14
engine,make,sound,19
engine,make,noise,18
engine,catch,fire,16
engine,change,pitch,12
engineer,shake,head,17
entendre,leur,sont,28
entry,catch,eye,17
envelope,catch,eye,22
episode,take,place,19
estimate,put,number,15
euphoria,give,way,10
